id,date,likes,content,username,media,inferred company,vlm_description
3651,2020-08-26 09:19:58,294,"Ready to change the way you work and play? The #GalaxyNote20 series starts at ₹64999. Only 2 days left to get benefits up to ₹10000 and HDFC cashback of ₹9000. Pre-book now: <hyperlink>
#Samsung <hyperlink>",SamsungIndia,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EgVhBJiWsAEvqP9.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1298550716055904256/vid/720x720/PSVe4vxTbiSM2L-I.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1298550716055904256/pl/lSogu2Tq5mgB6NrY.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1298550716055904256/vid/320x320/7hoBVrW3hzxdBO4v.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1298550716055904256/vid/480x480/-5GQSJX_KdpGTtt4.mp4?tag=13', bitrate=832000)], duration=11.0, views=2216)]",samsung,
3652,2020-12-15 06:59:53,282,"Order your Shell lubricants from Jumia🛒 and enjoy easy purchase and quick delivery with every order. Visit <hyperlink> or the Jumia app to start shopping today!
#StaySafe #PamojaMilele <hyperlink>",Shell_Kenya,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EpQpaguW8AQ1Ats.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EpQpaguW8AQ1Ats.mp4', bitrate=0)])]",shell,
3653,2019-11-22 23:37:34,1470,"#EstaciónSanAntonio 🌨  💚

📸 Instagram: <mention> <hyperlink>",metrodemedellin,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1198021899432943616/pu/img/JV-Yki7QmJNAw2ny.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1198021899432943616/pu/vid/640x360/btw24fs7bh8KCAKU.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1198021899432943616/pu/pl/9_heCqmUGsCMJ2A2.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1198021899432943616/pu/vid/1280x720/0MlNKaKuwCdyE-f_.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1198021899432943616/pu/vid/480x270/FCBL2xYIGv_KAV2x.mp4?tag=10', bitrate=256000)], duration=32.667, views=20631)]",metro,
3654,2020-10-15 16:00:36,7,"<mention> and PADI are teaming up to bring the world the first ever #UnderwaterSelfieDay. Nov 7 is your chance to get excited, get deep and make history. Find out more here: <hyperlink> 

🎥: Marijn Van der Sanden <hyperlink>",PADI,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1316770882749173769/pu/img/pBekJB4vTPpbxEOe.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1316770882749173769/pu/vid/480x270/PY8OxRXQd5UYgsnR.mp4?tag=10', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1316770882749173769/pu/vid/1280x720/LTD8UriMIF67lFX4.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1316770882749173769/pu/vid/640x360/sQe7bO3uvnRKrhyu.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1316770882749173769/pu/pl/LcSxpGGSER036Gyh.m3u8?tag=10', bitrate=None)], duration=31.475, views=112)]",padi,
3655,2018-11-21 20:30:01,53,Explore the new #MicrosoftTeams Administrator Roles allowing you to provide members of your admin team the access they need to be effective. <hyperlink> <hyperlink>,MicrosoftTeams,"[Photo(previewUrl='https://pbs.twimg.com/media/DsjahjiWsAAbeyz?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DsjahjiWsAAbeyz?format=jpg&name=large')]",microsoft,
3656,2019-12-18 20:21:44,95,"They sang and they Won!!

We're excited to have these amazing and wonderful customers join us on Friday for the MTN Festival of 9 lessons and Carols. #MTNCarols19 <hyperlink>",MTNGhana,"[Photo(previewUrl='https://pbs.twimg.com/media/EMGH0qGWkAEM6cK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EMGH0qGWkAEM6cK?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EMGH0qEWkAIrlxq?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EMGH0qEWkAIrlxq?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EMGH0qDWwAE65Lv?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EMGH0qDWwAE65Lv?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EMGH0qIWoAEEYkP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EMGH0qIWoAEEYkP?format=jpg&name=large')]",mtn,
3657,2020-05-03 16:00:01,21,"Who’s ready for a walk?! 😎Spending quality time with your pup outdoors is the best but warmer weather brings a rise in fleas, ticks &amp; mosquitoes. Don’t forget to check your pet for ticks &amp; give them a monthly preventative treatment. <hyperlink> (📷: IG leah_rathfon) <hyperlink>",PetSmart,"[Photo(previewUrl='https://pbs.twimg.com/media/EXGtwXzWoAQUwAT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EXGtwXzWoAQUwAT?format=jpg&name=large')]",petsmart,
3658,2020-07-19 15:02:04,0,Zakawanu’s Death: Oshiomhole’s Rally Shows He Is Insensitive– Idahosa <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EdTC6L0UEAYZB7h?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EdTC6L0UEAYZB7h?format=jpg&name=large')]",independent,
3659,2020-06-29 14:00:07,1077,"#WrestleAndFlow takes a trip to the #HallOfPain with a remix dedicated to <mention>!

Full video: <hyperlink>

🎚️: <mention> <hyperlink>",JDeanWilliams,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1277600300547923968/pu/img/sZ-PnS8nmCQKbWf9.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1277600300547923968/pu/vid/480x270/Kwx2G3jHroRXWZU_.mp4?tag=10', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1277600300547923968/pu/vid/640x360/_K9_TVWMA9EZ4TyE.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1277600300547923968/pu/pl/oc-0WUWV_kGBxkT2.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1277600300547923968/pu/vid/1280x720/yMXDfNhjgIW-0FRD.mp4?tag=10', bitrate=2176000)], duration=24.691, views=33532)]",williams,
3660,2020-12-01 15:30:01,0,"Failure to manage your software licenses today means bigger problems tomorrow. 
Cisco makes managing #software licenses easy with the Enterprise Agreement. 
Watch on-demand demo: The Key to Driving a Successful Implementation with your #CiscoEA.
<hyperlink> <hyperlink>",CiscoSoftware,"[Photo(previewUrl='https://pbs.twimg.com/media/EoKX7zYVcBErrpm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EoKX7zYVcBErrpm?format=jpg&name=large')]",cisco,
3661,2020-08-28 09:39:33,189,"To stand a chance to win 1 of 5 R500 <mention> vouchers, screen shot your wish list on <hyperlink> and post it in the comments section below using the hashtag #IAWXTakealot to enter. <hyperlink>",METROFMSA,"[Photo(previewUrl='https://pbs.twimg.com/media/Egf4m-cU0AYBlBY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Egf4m-cU0AYBlBY?format=jpg&name=large')]",sabc,
3662,2019-10-12 07:45:35,67,"Elderly demonstrators — the “Protect Our Children” group who mediate with the police — are putting on their safety gear.

Photo: HKFP. #hongkong #hongkongprotests #antiELAB <hyperlink>",hkfp,"[Photo(previewUrl='https://pbs.twimg.com/media/EGqYQGRUYAECTFy?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EGqYQGRUYAECTFy?format=jpg&name=large')]",free,
3663,2020-09-22 11:00:08,268,"Tune in today on Facebook at 16:00 hours (BST) for strictly classified information 💼
You could win a Nokia 8.3 5G #OnlyGadgetYouNeed

T&amp;Cs apply: <hyperlink>
Competition opens during the event <hyperlink>",NokiaMobile,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1308360408562954240/pu/img/TED-5bHYwHkZIwhb.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1308360408562954240/pu/vid/320x320/O6IhtSzG7XA7-iME.mp4?tag=10', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1308360408562954240/pu/vid/480x480/-dQ5KltoEg0ua8nz.mp4?tag=10', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1308360408562954240/pu/pl/_z9lDbCmYzI5Mfe-.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1308360408562954240/pu/vid/720x720/i6Q9W1ZL0r6QWCaT.mp4?tag=10', bitrate=1280000)], duration=12.96, views=9017)]",nokia,
3664,2020-02-12 04:28:42,3861,"Sanders: ""What I can tell you with absolute certainty ... no matter who wins, and we certainly hope it's going to be us, we're going to unite together and defeat the most dangerous President in the modern history of this country"" #cnnelection <hyperlink>",CNNPolitics,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EQjGsIXX0AEnfAC.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1227449363544395776/vid/960x540/AEVd4WNeRKOgUdgE.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1227449363544395776/vid/640x360/T8vLeWrRdyvC0biX.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1227449363544395776/vid/480x270/Inj1UDR5Gq0B0zKG.mp4?tag=13', bitrate=288000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1227449363544395776/pl/tSt4tmCEOQz4jmIu.m3u8?tag=13', bitrate=None)], duration=86.186, views=258964)]",cnn,
3665,2020-02-12 07:53:34,0,Africa FC Cede 60 Percent Of Players To Anambra Youths <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EQj1ouUU4AMQfuI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EQj1ouUU4AMQfuI?format=jpg&name=large')]",independent,
3666,2019-05-24 15:22:22,140,"🎉 Happy Birthday to the Champ, <mention> driver, <mention>!!
#TeamJL <hyperlink>",shellracingus,"[Photo(previewUrl='https://pbs.twimg.com/media/D7V4o7cWkAAbmRe?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D7V4o7cWkAAbmRe?format=jpg&name=large')]",shell,
3667,2018-10-01 19:41:42,952,Just put it in rice <hyperlink>,totalfratmove,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1046847602237394944/pu/img/0UzPsONkfXtp3nx0.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1046847602237394944/pu/vid/180x224/ywQDCS0Zmw44ZuNg.mp4?tag=5', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1046847602237394944/pu/vid/360x450/AqafdyEEL6F102xf.mp4?tag=5', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1046847602237394944/pu/vid/488x610/PxVVan5Vi2k2cVx2.mp4?tag=5', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1046847602237394944/pu/pl/en3tP5xmwztXGp_U.m3u8?tag=5', bitrate=None)], duration=17.8, views=62570)]",total,
3668,2020-09-25 21:08:26,79,"O'Toole, Blanchet met with dozens of supporters before testing positive for COVID <hyperlink> #hw #cdnpoli <hyperlink>",CBCPolitics,"[Photo(previewUrl='https://pbs.twimg.com/media/Eiyi391XgAAr9CD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eiyi391XgAAr9CD?format=jpg&name=large')]",cbc,
3669,2018-03-19 13:05:22,5,CEO Tips: How Showing Vulnerability Helps Build a Stronger Team via <mention> -&gt; <hyperlink> #Leadership #Business #Tips <hyperlink>,ToyotaSD,"[Photo(previewUrl='https://pbs.twimg.com/media/DYp0DtHW0AASYOw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DYp0DtHW0AASYOw?format=jpg&name=large')]",toyota,
3670,2020-05-24 18:30:05,3944,A herd of southern African giraffes stand against a brilliant pink and red sky in Namibia in this image by Your Shot photographer Dries Alberts <hyperlink>,NatGeo,"[Photo(previewUrl='https://pbs.twimg.com/media/EYzZfMtXQAUkhNF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EYzZfMtXQAUkhNF?format=jpg&name=large')]",national geographic,
3671,2020-03-17 18:21:36,120,<mention> This is what we like to see <hyperlink>,ASTROGaming,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1239980054123180033/pu/img/qA-0-nw2aEcY6qkG.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1239980054123180033/pu/pl/UYh_rr7-EqxwSv6A.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1239980054123180033/pu/vid/1280x720/0MKyt9yMAXw6_BAd.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1239980054123180033/pu/vid/480x270/iEYEwVVG4XJwt_g_.mp4?tag=10', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1239980054123180033/pu/vid/640x360/hIncFse3JZv8-AS0.mp4?tag=10', bitrate=832000)], duration=6.507, views=9962)]",astro,
3672,2020-04-04 17:00:00,70,"Prolonged isolation can contribute to anxiety and depression, but there are ways to cope <mention> <hyperlink>",CBCTheNational,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EUxR3g0WkAEkRem.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1246459724905828352/vid/1280x720/yWLi1XH_zGna8djT.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1246459724905828352/vid/640x360/uo2InWcZlVjDayLj.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1246459724905828352/vid/480x270/pN3XAFB0htNOJ5e6.mp4?tag=13', bitrate=288000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1246459724905828352/pl/xfmJuYp3duChFhH6.m3u8?tag=13&v=a12', bitrate=None)], duration=122.356, views=20925)]",cbc,
3673,2018-02-21 02:07:50,50,"NAIL BITING TIME! 

ALL TIED UP at 4 - 4 after 8 ends! 

#CAN vs #GBR
#Curling
#PyeongChang2018
<hyperlink> <hyperlink>",CBCOlympics,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DWhkOMFUMAEVaqc.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/966132208980320256/vid/1280x720/KXneVelvjxQAyWug.mp4', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/966132208980320256/vid/320x180/CxclGPmed0OPFjY8.mp4', bitrate=320000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/966132208980320256/pl/dnHCNdk4W2vBZ1H1.m3u8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/966132208980320256/vid/640x360/2hZLVgmoSL5-ApgQ.mp4', bitrate=832000)], duration=31.932, views=6078)]",cbc,
3674,2020-04-14 07:31:04,96,Choice of Leadership makes a difference in the lives of nation. America is suffering in the form of Trump and Pakistan is suffering what they opted in last 50 years. #NBC #Corona #Coronausa #Trump #Coronainpakistan <hyperlink>,AhmadJawadBTH,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1249963327024963585/pu/img/m1CTHUrubLfLQjMS.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1249963327024963585/pu/vid/360x640/PV5fHGKdikopSdoW.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1249963327024963585/pu/vid/576x1024/_-szrgyjUjtsrS3j.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1249963327024963585/pu/pl/U9b0UQtNYV-YVbs5.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1249963327024963585/pu/vid/320x568/ADESE2dVYLv5mZEh.mp4?tag=10', bitrate=632000)], duration=58.932, views=1296)]",pm,
3675,2019-02-09 02:24:04,1009,Laguna Seca test ✅. Awesome track! Can’t wait to come back for the race in September #ME7 <mention> <mention> <mention> <hyperlink>,Ericsson_Marcus,"[Photo(previewUrl='https://pbs.twimg.com/media/Dy7hJb2UwAAZMJK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dy7hJb2UwAAZMJK?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/Dy7hJb4UYAAfasP?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dy7hJb4UYAAfasP?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/Dy7hJcNVsAEW5Y_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dy7hJcNVsAEW5Y_?format=jpg&name=large')]",ericsson,
3676,2020-11-24 17:41:12,520,"LISTEN UP… THE BARON IS ABOUT TO SPEAK

*static*

Tomorrow. #10YearsOfMetro <hyperlink>",MetroVideoGame,"[Video(thumbnailUrl='https://pbs.twimg.com/media/Enmy09OW4AIiIJy.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1331291749927559172/vid/480x270/yAwx5rKM7yzmfQ3I.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1331291749927559172/vid/640x360/V6OcxAFJhzWA5RtO.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1331291749927559172/pl/KortTLvxRtFIRrUJ.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1331291749927559172/vid/1280x720/MEaCizhDrR0kgMzo.mp4?tag=13', bitrate=2176000)], duration=10.01, views=6344)]",metro,
3677,2020-01-28 12:26:24,2,Full house - ready to hear about #security for the future of your network. #CLEUR <hyperlink>,CiscoUmbrella,"[Photo(previewUrl='https://pbs.twimg.com/media/EPXkOmZWkAEp_IB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EPXkOmZWkAEp_IB?format=jpg&name=large')]",cisco,
3678,2020-07-31 13:00:01,103,"Wishing you and your loved ones a blessed Eid Al Adha. #EidMubarak. #EidAlAdha 
<mention> <mention> <mention> <hyperlink>",qatarairways,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EePZNaDWoAEVBHz.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1289112114427240448/pl/cPxWI_Pnfcof_3M6.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1289112114427240448/vid/1280x720/T3hijiJyv7ASq5UJ.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1289112114427240448/vid/640x360/ZGfutEbEHJ-oPs_y.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1289112114427240448/vid/480x270/rMqapGIAlBiSfpXR.mp4?tag=13', bitrate=288000)], duration=85.033, views=6009)]",qatar airways,
3679,2020-07-03 13:42:27,3960,"Yes we're biased, but how 😍 does this look!

#AustrianGP 🇦🇹 | #WeAreWilliams 💙 <hyperlink>",WilliamsRacing,"[Photo(previewUrl='https://pbs.twimg.com/media/EcAW0exWkAANkzL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EcAW0exWkAANkzL?format=jpg&name=large')]",williams,
3680,2020-08-03 04:20:08,174,Every professional needs their precision tools. <hyperlink>,ASTROGaming,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1290140347834802176/pu/img/KjW5-FvuMdBT85Q3.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1290140347834802176/pu/pl/Pq9wQtMdYlLetRuD.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1290140347834802176/pu/vid/1280x720/Mci7BfAmEAlCT9Bj.mp4?tag=10', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1290140347834802176/pu/vid/640x360/BFlZVoe4rd_IYBP5.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1290140347834802176/pu/vid/480x270/WyVC1Y5xFYbeKeyr.mp4?tag=10', bitrate=256000)], duration=2.92, views=10084)]",astro,
3681,2019-01-14 15:04:22,483,"The world record egg currently has over 25 million likes and counting. Have you seen it?
You can log in to #myMTNapp to crack this egg 😉
Click <hyperlink> to download and log in 
#WorldRecordEgg #JustForYou <hyperlink>",MTNNG,"[Photo(previewUrl='https://pbs.twimg.com/media/Dw4V0EnW0AASrPe?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dw4V0EnW0AASrPe?format=jpg&name=large')]",mtn,
3682,2018-11-28 19:00:02,0,"It's time to find out what is Cisco's unique approach to securing the #SDWAN #network fabric. Tune in to our #CiscoChat on Thursday, November 29th at 2:15 ET to get the answers you need to know! <hyperlink> <hyperlink>",CiscoNetworking,"[Photo(previewUrl='https://pbs.twimg.com/media/DtHJDpUWwAIm94g?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DtHJDpUWwAIm94g?format=jpg&name=large')]",cisco,
3683,2018-09-05 11:34:12,73,Q5. Find the last question tough? Watch the trailer to find out the answer!  #TheNunOnPaytm  <hyperlink> <hyperlink>,PaytmTickets,"[Photo(previewUrl='https://pbs.twimg.com/media/DmU9V0uU8AIk40y?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DmU9V0uU8AIk40y?format=jpg&name=large')]",paytm,
3684,2019-10-26 23:08:05,0,Understanding The Flesh (2)  <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EH1xqWpUwAIXctB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EH1xqWpUwAIXctB?format=jpg&name=large')]",independent,
3685,2020-04-30 11:56:04,0,LCCI Wants Direct Utilisation Of CACOVID Donations For Acquisition Of Critical Medical Needs <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EW2ZJeVU4AMJtvR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EW2ZJeVU4AMJtvR?format=jpg&name=large')]",independent,
3686,2018-06-19 01:29:16,589,Rock on through the ups and downs. <hyperlink>,OldDominion,"[Photo(previewUrl='https://pbs.twimg.com/media/DgBG_I3W4AAX-lg?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DgBG_I3W4AAX-lg?format=jpg&name=large')]",dominion,
3687,2020-02-28 21:19:02,0,"Check out our newest Case Study to get to know the Lofts at Empire Yard, an adaptive reuse project in Macon, Georgia. Read more: <hyperlink> <hyperlink>",MitsubishiHVAC,"[Photo(previewUrl='https://pbs.twimg.com/media/ER5Hbd_X0AIY-Tl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ER5Hbd_X0AIY-Tl?format=jpg&name=large')]",trane,
3688,2019-08-28 19:00:10,3,Begin the trek to better credit with TFS. Start learning the benefits of a good credit score today: <hyperlink> <hyperlink>,ToyotaFinancial,"[Photo(previewUrl='https://pbs.twimg.com/media/EDFDHg1WsAEJTrM?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EDFDHg1WsAEJTrM?format=jpg&name=large')]",toyota,
3689,2018-03-16 19:31:37,239,Excited to have <mention> and <mention> on my #Camry this weekend. #NASCARGoesWest <hyperlink>,CBellRacing,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/974729753616826368/pu/img/e1OxiguJ9fF-OXCK.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/974729753616826368/pu/pl/0Ihu2fdQ5OQomfvC.m3u8', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/974729753616826368/pu/vid/180x320/sBarUMDgRVC80ipE.mp4', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/974729753616826368/pu/vid/720x1280/GXIwBFc5xztLgBPw.mp4', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/974729753616826368/pu/vid/360x640/oDuSGuF3_HcbjY-a.mp4', bitrate=832000)], duration=35.067, views=10444)]",bell,
3690,2018-12-04 17:15:01,0,Your habits behind the wheel have a major effect on fuel economy. A few simple changes in behavior can make a big difference! Learn more here <hyperlink> <hyperlink>,AAAClubAlliance,"[Photo(previewUrl='https://pbs.twimg.com/media/Dtlqj75XcAEyce5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Dtlqj75XcAEyce5?format=jpg&name=large')]",aaa,
3691,2019-08-22 12:39:29,204,#AsusPhotoHacks Never miss a moment again! <hyperlink>,ASUSIndia,"[Photo(previewUrl='https://pbs.twimg.com/media/ECkybiVUwAA-JW1?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ECkybiVUwAA-JW1?format=jpg&name=large')]",asus,
3692,2019-07-12 20:42:11,1865,"SuperSonics Fan Laughing 

#MagruderMemes <hyperlink>",ScooterMagruder,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1149780652742664194/img/35ken2Qrs-ck7N6w.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1149780652742664194/vid/1280x720/GNtfKWJfJavpxv4p.mp4?tag=13', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1149780652742664194/pl/cS5UHqPC1DliKYEj.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1149780652742664194/vid/640x360/j8iA-y31faS0yKBV.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1149780652742664194/vid/480x270/_BS87BuPgH_MsOcL.mp4?tag=13', bitrate=288000)], duration=7.25, views=43820)]",cameron,
